Causas (lista reducida);Sexo;Edad;Total
002 Tuberculosis y sus efectos tardíos;Hombres;De 65 a 69 años;10
002 Tuberculosis y sus efectos tardíos;Hombres;De 70 a 74 años;7
002 Tuberculosis y sus efectos tardíos;Hombres;De 75 a 79 años;11
002 Tuberculosis y sus efectos tardíos;Hombres;De 80 a 84 años;17
002 Tuberculosis y sus efectos tardíos;Hombres;De 85 a 89 años;20
002 Tuberculosis y sus efectos tardíos;Hombres;De 90 a 94 años;14
002 Tuberculosis y sus efectos tardíos;Hombres;De 95 años y más;2
002 Tuberculosis y sus efectos tardíos;Mujeres;Todas las edades;74
002 Tuberculosis y sus efectos tardíos;Mujeres;Menores de 1 año;0
002 Tuberculosis y sus efectos tardíos;Mujeres;De 1 a 4 años;0
002 Tuberculosis y sus efectos tardíos;Mujeres;De 5 a 9 años;0
002 Tuberculosis y sus efectos tardíos;Mujeres;De 10 a 14 años;0
002 Tuberculosis y sus efectos tardíos;Mujeres;De 15 a 19 años;0
002 Tuberculosis y sus efectos tardíos;Mujeres;De 20 a 24 años;0
002 Tuberculosis y sus efectos tardíos;Mujeres;De 25 a 29 años;1
002 Tuberculosis y sus efectos tardíos;Mujeres;De 30 a 34 años;0
002 Tuberculosis y sus efectos tardíos;Mujeres;De 35 a 39 años;0
002 Tuberculosis y sus efectos tardíos;Mujeres;De 40 a 44 años;0
002 Tuberculosis y sus efectos tardíos;Mujeres;De 45 a 49 años;6
002 Tuberculosis y sus efectos tardíos;Mujeres;De 50 a 54 años;3
002 Tuberculosis y sus efectos tardíos;Mujeres;De 55 a 59 años;2
002 Tuberculosis y sus efectos tardíos;Mujeres;De 60 a 64 años;1
002 Tuberculosis y sus efectos tardíos;Mujeres;De 65 a 69 años;1
002 Tuberculosis y sus efectos tardíos;Mujeres;De 70 a 74 años;4
002 Tuberculosis y sus efectos tardíos;Mujeres;De 75 a 79 años;6
002 Tuberculosis y sus efectos tardíos;Mujeres;De 80 a 84 años;11
002 Tuberculosis y sus efectos tardíos;Mujeres;De 85 a 89 años;19
002 Tuberculosis y sus efectos tardíos;Mujeres;De 90 a 94 años;14
002 Tuberculosis y sus efectos tardíos;Mujeres;De 95 años y más;6
003 Enfermedad meningocócica;Ambos sexos;Todas las edades;18
003 Enfermedad meningocócica;Ambos sexos;Menores de 1 año;2
003 Enfermedad meningocócica;Ambos sexos;De 1 a 4 años;1
003 Enfermedad meningocócica;Ambos sexos;De 5 a 9 años;1
003 Enfermedad meningocócica;Ambos sexos;De 10 a 14 años;0
003 Enfermedad meningocócica;Ambos sexos;De 15 a 19 años;2
003 Enfermedad meningocócica;Ambos sexos;De 20 a 24 años;0
003 Enfermedad meningocócica;Ambos sexos;De 25 a 29 años;1
003 Enfermedad meningocócica;Ambos sexos;De 30 a 34 años;0
003 Enfermedad meningocócica;Ambos sexos;De 35 a 39 años;0
003 Enfermedad meningocócica;Ambos sexos;De 40 a 44 años;0
003 Enfermedad meningocócica;Ambos sexos;De 45 a 49 años;0
003 Enfermedad meningocócica;Ambos sexos;De 50 a 54 años;1
003 Enfermedad meningocócica;Ambos sexos;De 55 a 59 años;0
003 Enfermedad meningocócica;Ambos sexos;De 60 a 64 años;2
003 Enfermedad meningocócica;Ambos sexos;De 65 a 69 años;0
003 Enfermedad meningocócica;Ambos sexos;De 70 a 74 años;0
003 Enfermedad meningocócica;Ambos sexos;De 75 a 79 años;2
003 Enfermedad meningocócica;Ambos sexos;De 80 a 84 años;2
003 Enfermedad meningocócica;Ambos sexos;De 85 a 89 años;2
003 Enfermedad meningocócica;Ambos sexos;De 90 a 94 años;2
003 Enfermedad meningocócica;Ambos sexos;De 95 años y más;0
003 Enfermedad meningocócica;Hombres;Todas las edades;9
003 Enfermedad meningocócica;Hombres;Menores de 1 año;1
003 Enfermedad meningocócica;Hombres;De 1 a 4 años;1
003 Enfermedad meningocócica;Hombres;De 5 a 9 años;0
003 Enfermedad meningocócica;Hombres;De 10 a 14 años;0
003 Enfermedad meningocócica;Hombres;De 15 a 19 años;2
003 Enfermedad meningocócica;Hombres;De 20 a 24 años;0
003 Enfermedad meningocócica;Hombres;De 25 a 29 años;1
003 Enfermedad meningocócica;Hombres;De 30 a 34 años;0
003 Enfermedad meningocócica;Hombres;De 35 a 39 años;0
003 Enfermedad meningocócica;Hombres;De 40 a 44 años;0
003 Enfermedad meningocócica;Hombres;De 45 a 49 años;0
003 Enfermedad meningocócica;Hombres;De 50 a 54 años;0
003 Enfermedad meningocócica;Hombres;De 55 a 59 años;0
003 Enfermedad meningocócica;Hombres;De 60 a 64 años;2
003 Enfermedad meningocócica;Hombres;De 65 a 69 años;0
003 Enfermedad meningocócica;Hombres;De 70 a 74 años;0
003 Enfermedad meningocócica;Hombres;De 75 a 79 años;1
003 Enfermedad meningocócica;Hombres;De 80 a 84 años;1
003 Enfermedad meningocócica;Hombres;De 85 a 89 años;0
003 Enfermedad meningocócica;Hombres;De 90 a 94 años;0
003 Enfermedad meningocócica;Hombres;De 95 años y más;0
003 Enfermedad meningocócica;Mujeres;Todas las edades;9
003 Enfermedad meningocócica;Mujeres;Menores de 1 año;1
003 Enfermedad meningocócica;Mujeres;De 1 a 4 años;0
003 Enfermedad meningocócica;Mujeres;De 5 a 9 años;1
003 Enfermedad meningocócica;Mujeres;De 10 a 14 años;0
003 Enfermedad meningocócica;Mujeres;De 15 a 19 años;0
003 Enfermedad meningocócica;Mujeres;De 20 a 24 años;0
003 Enfermedad meningocócica;Mujeres;De 25 a 29 años;0
003 Enfermedad meningocócica;Mujeres;De 30 a 34 años;0
003 Enfermedad meningocócica;Mujeres;De 35 a 39 años;0
003 Enfermedad meningocócica;Mujeres;De 40 a 44 años;0
003 Enfermedad meningocócica;Mujeres;De 45 a 49 años;0
003 Enfermedad meningocócica;Mujeres;De 50 a 54 años;1
003 Enfermedad meningocócica;Mujeres;De 55 a 59 años;0
003 Enfermedad meningocócica;Mujeres;De 60 a 64 años;0
003 Enfermedad meningocócica;Mujeres;De 65 a 69 años;0
003 Enfermedad meningocócica;Mujeres;De 70 a 74 años;0
003 Enfermedad meningocócica;Mujeres;De 75 a 79 años;1
003 Enfermedad meningocócica;Mujeres;De 80 a 84 años;1
003 Enfermedad meningocócica;Mujeres;De 85 a 89 años;2
003 Enfermedad meningocócica;Mujeres;De 90 a 94 años;2
003 Enfermedad meningocócica;Mujeres;De 95 años y más;0
004 Septicemia;Ambos sexos;Todas las edades;2.745
004 Septicemia;Ambos sexos;Menores de 1 año;4
004 Septicemia;Ambos sexos;De 1 a 4 años;5
004 Septicemia;Ambos sexos;De 5 a 9 años;1
004 Septicemia;Ambos sexos;De 10 a 14 años;1
004 Septicemia;Ambos sexos;De 15 a 19 años;1
004 Septicemia;Ambos sexos;De 20 a 24 años;1
004 Septicemia;Ambos sexos;De 25 a 29 años;2
004 Septicemia;Ambos sexos;De 30 a 34 años;4
004 Septicemia;Ambos sexos;De 35 a 39 años;7
004 Septicemia;Ambos sexos;De 40 a 44 años;12
004 Septicemia;Ambos sexos;De 45 a 49 años;20
004 Septicemia;Ambos sexos;De 50 a 54 años;35
004 Septicemia;Ambos sexos;De 55 a 59 años;59
004 Septicemia;Ambos sexos;De 60 a 64 años;76
004 Septicemia;Ambos sexos;De 65 a 69 años;135
004 Septicemia;Ambos sexos;De 70 a 74 años;208
004 Septicemia;Ambos sexos;De 75 a 79 años;341
004 Septicemia;Ambos sexos;De 80 a 84 años;460
004 Septicemia;Ambos sexos;De 85 a 89 años;664
004 Septicemia;Ambos sexos;De 90 a 94 años;505
004 Septicemia;Ambos sexos;De 95 años y más;204
004 Septicemia;Hombres;Todas las edades;1.239
004 Septicemia;Hombres;Menores de 1 año;4
004 Septicemia;Hombres;De 1 a 4 años;0
004 Septicemia;Hombres;De 5 a 9 años;1
004 Septicemia;Hombres;De 10 a 14 años;1
004 Septicemia;Hombres;De 15 a 19 años;1
004 Septicemia;Hombres;De 20 a 24 años;1
004 Septicemia;Hombres;De 25 a 29 años;1
004 Septicemia;Hombres;De 30 a 34 años;2
004 Septicemia;Hombres;De 35 a 39 años;3
004 Septicemia;Hombres;De 40 a 44 años;6
004 Septicemia;Hombres;De 45 a 49 años;12
004 Septicemia;Hombres;De 50 a 54 años;19
004 Septicemia;Hombres;De 55 a 59 años;36
004 Septicemia;Hombres;De 60 a 64 años;50
004 Septicemia;Hombres;De 65 a 69 años;91
004 Septicemia;Hombres;De 70 a 74 años;121
004 Septicemia;Hombres;De 75 a 79 años;175
004 Septicemia;Hombres;De 80 a 84 años;217
004 Septicemia;Hombres;De 85 a 89 años;269
004 Septicemia;Hombres;De 90 a 94 años;177
004 Septicemia;Hombres;De 95 años y más;52
004 Septicemia;Mujeres;Todas las edades;1.506
004 Septicemia;Mujeres;Menores de 1 año;0
004 Septicemia;Mujeres;De 1 a 4 años;5
004 Septicemia;Mujeres;De 5 a 9 años;0
004 Septicemia;Mujeres;De 10 a 14 años;0
004 Septicemia;Mujeres;De 15 a 19 años;0
004 Septicemia;Mujeres;De 20 a 24 años;0
004 Septicemia;Mujeres;De 25 a 29 años;1
004 Septicemia;Mujeres;De 30 a 34 años;2
004 Septicemia;Mujeres;De 35 a 39 años;4
004 Septicemia;Mujeres;De 40 a 44 años;6
004 Septicemia;Mujeres;De 45 a 49 años;8
004 Septicemia;Mujeres;De 50 a 54 años;16
004 Septicemia;Mujeres;De 55 a 59 años;23
004 Septicemia;Mujeres;De 60 a 64 años;26
004 Septicemia;Mujeres;De 65 a 69 años;44
004 Septicemia;Mujeres;De 70 a 74 años;87
004 Septicemia;Mujeres;De 75 a 79 años;166
004 Septicemia;Mujeres;De 80 a 84 años;243
004 Septicemia;Mujeres;De 85 a 89 años;395
004 Septicemia;Mujeres;De 90 a 94 años;328
004 Septicemia;Mujeres;De 95 años y más;152
005 Hepatitis vírica;Ambos sexos;Todas las edades;477
005 Hepatitis vírica;Ambos sexos;Menores de 1 año;1
005 Hepatitis vírica;Ambos sexos;De 1 a 4 años;0
005 Hepatitis vírica;Ambos sexos;De 5 a 9 años;0
005 Hepatitis vírica;Ambos sexos;De 10 a 14 años;0
005 Hepatitis vírica;Ambos sexos;De 15 a 19 años;0
005 Hepatitis vírica;Ambos sexos;De 20 a 24 años;0
005 Hepatitis vírica;Ambos sexos;De 25 a 29 años;1
005 Hepatitis vírica;Ambos sexos;De 30 a 34 años;1
005 Hepatitis vírica;Ambos sexos;De 35 a 39 años;9
005 Hepatitis vírica;Ambos sexos;De 40 a 44 años;4
005 Hepatitis vírica;Ambos sexos;De 45 a 49 años;24
005 Hepatitis vírica;Ambos sexos;De 50 a 54 años;43
005 Hepatitis vírica;Ambos sexos;De 55 a 59 años;70
005 Hepatitis vírica;Ambos sexos;De 60 a 64 años;28
005 Hepatitis vírica;Ambos sexos;De 65 a 69 años;29
005 Hepatitis vírica;Ambos sexos;De 70 a 74 años;23
005 Hepatitis vírica;Ambos sexos;De 75 a 79 años;41
005 Hepatitis vírica;Ambos sexos;De 80 a 84 años;76
005 Hepatitis vírica;Ambos sexos;De 85 a 89 años;74
005 Hepatitis vírica;Ambos sexos;De 90 a 94 años;41
005 Hepatitis vírica;Ambos sexos;De 95 años y más;12
005 Hepatitis vírica;Hombres;Todas las edades;260
005 Hepatitis vírica;Hombres;Menores de 1 año;1
005 Hepatitis vírica;Hombres;De 1 a 4 años;0
005 Hepatitis vírica;Hombres;De 5 a 9 años;0
005 Hepatitis vírica;Hombres;De 10 a 14 años;0
005 Hepatitis vírica;Hombres;De 15 a 19 años;0
005 Hepatitis vírica;Hombres;De 20 a 24 años;0
005 Hepatitis vírica;Hombres;De 25 a 29 años;1
005 Hepatitis vírica;Hombres;De 30 a 34 años;1
005 Hepatitis vírica;Hombres;De 35 a 39 años;8
005 Hepatitis vírica;Hombres;De 40 a 44 años;2
005 Hepatitis vírica;Hombres;De 45 a 49 años;19
005 Hepatitis vírica;Hombres;De 50 a 54 años;36
005 Hepatitis vírica;Hombres;De 55 a 59 años;55
005 Hepatitis vírica;Hombres;De 60 a 64 años;19
005 Hepatitis vírica;Hombres;De 65 a 69 años;21
005 Hepatitis vírica;Hombres;De 70 a 74 años;16
005 Hepatitis vírica;Hombres;De 75 a 79 años;22
005 Hepatitis vírica;Hombres;De 80 a 84 años;19
005 Hepatitis vírica;Hombres;De 85 a 89 años;27
005 Hepatitis vírica;Hombres;De 90 a 94 años;12
005 Hepatitis vírica;Hombres;De 95 años y más;1
005 Hepatitis vírica;Mujeres;Todas las edades;217
005 Hepatitis vírica;Mujeres;Menores de 1 año;0
005 Hepatitis vírica;Mujeres;De 1 a 4 años;0
005 Hepatitis vírica;Mujeres;De 5 a 9 años;0
005 Hepatitis vírica;Mujeres;De 10 a 14 años;0
005 Hepatitis vírica;Mujeres;De 15 a 19 años;0
005 Hepatitis vírica;Mujeres;De 20 a 24 años;0
005 Hepatitis vírica;Mujeres;De 25 a 29 años;0
005 Hepatitis vírica;Mujeres;De 30 a 34 años;0
005 Hepatitis vírica;Mujeres;De 35 a 39 años;1
005 Hepatitis vírica;Mujeres;De 40 a 44 años;2
005 Hepatitis vírica;Mujeres;De 45 a 49 años;5
005 Hepatitis vírica;Mujeres;De 50 a 54 años;7
005 Hepatitis vírica;Mujeres;De 55 a 59 años;15
005 Hepatitis vírica;Mujeres;De 60 a 64 años;9
005 Hepatitis vírica;Mujeres;De 65 a 69 años;8
005 Hepatitis vírica;Mujeres;De 70 a 74 años;7
005 Hepatitis vírica;Mujeres;De 75 a 79 años;19
005 Hepatitis vírica;Mujeres;De 80 a 84 años;57
005 Hepatitis vírica;Mujeres;De 85 a 89 años;47
005 Hepatitis vírica;Mujeres;De 90 a 94 años;29
005 Hepatitis vírica;Mujeres;De 95 años y más;11
006 SIDA;Ambos sexos;Todas las edades;365
006 SIDA;Ambos sexos;Menores de 1 año;0
006 SIDA;Ambos sexos;De 1 a 4 años;0
006 SIDA;Ambos sexos;De 5 a 9 años;0
006 SIDA;Ambos sexos;De 10 a 14 años;0
006 SIDA;Ambos sexos;De 15 a 19 años;1
006 SIDA;Ambos sexos;De 20 a 24 años;2
006 SIDA;Ambos sexos;De 25 a 29 años;4
006 SIDA;Ambos sexos;De 30 a 34 años;18
006 SIDA;Ambos sexos;De 35 a 39 años;17
006 SIDA;Ambos sexos;De 40 a 44 años;22
006 SIDA;Ambos sexos;De 45 a 49 años;66
006 SIDA;Ambos sexos;De 50 a 54 años;76
006 SIDA;Ambos sexos;De 55 a 59 años;76
006 SIDA;Ambos sexos;De 60 a 64 años;31
006 SIDA;Ambos sexos;De 65 a 69 años;18
006 SIDA;Ambos sexos;De 70 a 74 años;12
006 SIDA;Ambos sexos;De 75 a 79 años;10
006 SIDA;Ambos sexos;De 80 a 84 años;5
006 SIDA;Ambos sexos;De 85 a 89 años;3
006 SIDA;Ambos sexos;De 90 a 94 años;4
006 SIDA;Ambos sexos;De 95 años y más;0
006 SIDA;Hombres;Todas las edades;292
006 SIDA;Hombres;Menores de 1 año;0
006 SIDA;Hombres;De 1 a 4 años;0
006 SIDA;Hombres;De 5 a 9 años;0
006 SIDA;Hombres;De 10 a 14 años;0
006 SIDA;Hombres;De 15 a 19 años;1
006 SIDA;Hombres;De 20 a 24 años;2
006 SIDA;Hombres;De 25 a 29 años;4
006 SIDA;Hombres;De 30 a 34 años;16
006 SIDA;Hombres;De 35 a 39 años;13
006 SIDA;Hombres;De 40 a 44 años;14
006 SIDA;Hombres;De 45 a 49 años;56
006 SIDA;Hombres;De 50 a 54 años;56
006 SIDA;Hombres;De 55 a 59 años;62
006 SIDA;Hombres;De 60 a 64 años;25
006 SIDA;Hombres;De 65 a 69 años;17
006 SIDA;Hombres;De 70 a 74 años;10
006 SIDA;Hombres;De 75 a 79 años;9
006 SIDA;Hombres;De 80 a 84 años;3
006 SIDA;Hombres;De 85 a 89 años;1
006 SIDA;Hombres;De 90 a 94 años;3
006 SIDA;Hombres;De 95 años y más;0
006 SIDA;Mujeres;Todas las edades;73
006 SIDA;Mujeres;Menores de 1 año;0
006 SIDA;Mujeres;De 1 a 4 años;0
006 SIDA;Mujeres;De 5 a 9 años;0
006 SIDA;Mujeres;De 10 a 14 años;0
006 SIDA;Mujeres;De 15 a 19 años;0
006 SIDA;Mujeres;De 20 a 24 años;0
006 SIDA;Mujeres;De 25 a 29 años;0
006 SIDA;Mujeres;De 30 a 34 años;2
006 SIDA;Mujeres;De 35 a 39 años;4
006 SIDA;Mujeres;De 40 a 44 años;8
006 SIDA;Mujeres;De 45 a 49 años;10
006 SIDA;Mujeres;De 50 a 54 años;20
006 SIDA;Mujeres;De 55 a 59 años;14
006 SIDA;Mujeres;De 60 a 64 años;6
006 SIDA;Mujeres;De 65 a 69 años;1
006 SIDA;Mujeres;De 70 a 74 años;2
006 SIDA;Mujeres;De 75 a 79 años;1
006 SIDA;Mujeres;De 80 a 84 años;2
006 SIDA;Mujeres;De 85 a 89 años;2
006 SIDA;Mujeres;De 90 a 94 años;1
006 SIDA;Mujeres;De 95 años y más;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;Todas las edades;1
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;Menores de 1 año;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 1 a 4 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 5 a 9 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 10 a 14 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 15 a 19 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 20 a 24 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 25 a 29 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 30 a 34 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 35 a 39 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 40 a 44 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 45 a 49 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 50 a 54 años;1
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 55 a 59 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 60 a 64 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 65 a 69 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 70 a 74 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 75 a 79 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 80 a 84 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 85 a 89 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 90 a 94 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Ambos sexos;De 95 años y más;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;Todas las edades;1
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;Menores de 1 año;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 1 a 4 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 5 a 9 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 10 a 14 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 15 a 19 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 20 a 24 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 25 a 29 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 30 a 34 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 35 a 39 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 40 a 44 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 45 a 49 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 50 a 54 años;1
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 55 a 59 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 60 a 64 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 65 a 69 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 70 a 74 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 75 a 79 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 80 a 84 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 85 a 89 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 90 a 94 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;De 95 años y más;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;Todas las edades;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;Menores de 1 año;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;De 1 a 4 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;De 5 a 9 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;De 10 a 14 años;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;De 15 a 19 años;0
